Player,90s,Goals,Shots,PKs,npxG,npG,Born,Age
Claudio Terzi (1984),20.8,1.0,5.0,0.0,0.3,1.0,1984.0,37.0
Claudio Yacob (1987),10.0,0.0,6.0,0.0,0.2,0.0,1987.0,34.0
Clinton Mola (2001),1.3,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Clinton N'Jie (1993),13.7,10.0,41.0,0.0,6.1000000000000005,10.0,1993.0,28.0
Clément Depres (1994),5.1000000000000005,4.0,29.0,0.0,2.8,4.0,1994.0,27.0
Clément Grenier (1991),64.4,12.0,108.0,3.0,7.699999999999999,9.0,1991.0,30.0
Clément Lenglet (1995),114.2,7.0,42.0,0.0,5.4,7.0,1995.0,26.0
Clément Michelin (1997),16.900000000000002,0.0,12.0,0.0,0.3,0.0,1997.0,24.0
Clément Vidal (2000),2.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Cody Drameh (2001),1.4,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Coke (1987),55.99999999999999,8.0,42.0,0.0,3.7,8.0,1987.0,34.0
Cole Palmer (2002),1.4,0.0,4.0,0.0,0.3,0.0,2002.0,19.0
Colin Dagba (1998),34.5,1.0,12.0,0.0,0.4,1.0,1998.0,23.0
Collin Quaner (1991),14.6,0.0,17.0,0.0,1.8,0.0,1991.0,30.0
Connor Goldson (1992),2.2,0.0,3.0,0.0,0.2,0.0,1992.0,29.0
Connor Noß (2001),0.0,0.0,1.0,0.0,0.1,0.0,2001.0,20.0
Connor Roberts (1995),3.2,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
Connor Wickham (1993),1.8,1.0,9.0,0.0,1.9,1.0,1993.0,28.0
Conor Coady (1993),131.7,2.0,14.0,0.0,2.4000000000000004,2.0,1993.0,28.0
Conor Gallagher (2000),44.5,8.0,63.0,0.0,5.4,8.0,2000.0,21.0
Conor Hourihane (1991),19.5,4.0,34.0,0.0,2.1,4.0,1991.0,30.0
Conor Townsend (1993),24.8,0.0,11.0,0.0,1.0,0.0,1993.0,28.0
Corentin Jean (1995),34.4,2.0,67.0,0.0,5.3,2.0,1995.0,26.0
Corentin Tolisso (1994),38.0,9.0,77.0,0.0,8.7,9.0,1994.0,27.0
Craig Cathcart (1989),83.10000000000001,3.0,19.0,0.0,2.0999999999999996,3.0,1989.0,32.0
Craig Dawson (1990),89.4,7.0,72.0,0.0,7.799999999999999,7.0,1990.0,31.0
Cristhian Stuani (1986),60.400000000000006,40.0,145.0,10.0,22.3,30.0,1986.0,35.0
Cristian Ansaldi (1986),86.10000000000001,9.0,102.0,1.0,4.6,8.0,1986.0,35.0
Cristian Battocchio (1992),19.4,3.0,25.0,0.0,1.4,3.0,1992.0,29.0
Cristian Benavente (1994),3.9,0.0,5.0,0.0,0.3,0.0,1994.0,27.0
Cristian Dell'Orco (1994),31.5,1.0,6.0,0.0,1.2000000000000002,1.0,1994.0,27.0
Cristian Gamboa (1989),6.3,0.0,1.0,0.0,0.0,0.0,1989.0,32.0
Cristian Ganea (1992),0.5,0.0,0.0,0.0,0.0,0.0,1992.0,29.0
Cristian López (1989),4.1,2.0,11.0,0.0,1.6,2.0,1989.0,32.0
Cristian Molinaro (1983),35.599999999999994,0.0,3.0,0.0,0.1,0.0,1983.0,38.0
Cristian Rivera (1997),25.0,2.0,16.0,0.0,1.1,2.0,1997.0,24.0
Cristian Romero (1998),88.80000000000001,5.0,46.0,1.0,4.8,4.0,1998.0,23.0
Cristian Tello (1991),64.0,15.0,136.0,0.0,10.7,15.0,1991.0,30.0
Cristian Volpato (2003),0.0,0.0,0.0,0.0,0.0,0.0,2003.0,18.0
Cristiano Biraghi (1992),135.1,7.0,121.0,1.0,7.3999999999999995,6.0,1992.0,29.0
Cristiano Lombardi (1995),12.4,0.0,15.0,0.0,1.0,0.0,1995.0,26.0
Cristiano Piccini (1992),26.6,2.0,18.0,0.0,0.7000000000000001,2.0,1992.0,29.0
Cristiano Ronaldo (1985),133.5,115.0,760.0,28.0,83.80000000000001,87.0,1985.0,36.0
Cristián Zapata (1986),52.300000000000004,1.0,23.0,0.0,1.3,1.0,1986.0,35.0
Cristo (2000),0.2,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Cristo González (1997),0.5,0.0,1.0,0.0,0.0,0.0,1997.0,24.0
Cristóbal Montiel (2000),0.1,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Crysencio Summerville (2001),1.4,0.0,2.0,0.0,0.3,0.0,2001.0,20.0
Cucho (1999),64.0,13.0,169.0,2.0,16.1,11.0,1999.0,22.0
Cuco Martina (1989),20.3,0.0,2.0,0.0,0.1,0.0,1989.0,32.0
Curtis Jones (2001),18.099999999999998,3.0,31.0,0.0,2.6999999999999997,3.0,2001.0,20.0
Cyril Théréau (1983),16.200000000000003,7.0,34.0,4.0,3.8,3.0,1983.0,38.0
Cyrus Christie (1992),21.6,0.0,11.0,0.0,0.7,0.0,1992.0,29.0
Cédric Bakambu (1991),14.0,9.0,31.0,1.0,4.6,8.0,1991.0,30.0
Cédric Brunner (1994),45.6,0.0,14.0,0.0,0.6000000000000001,0.0,1994.0,27.0
Cédric Hountondji (1994),12.6,0.0,6.0,0.0,0.5,0.0,1994.0,27.0
Cédric Soares (1991),78.5,2.0,56.0,0.0,2.1,2.0,1991.0,30.0
Cédric Varrault (1980),9.8,1.0,4.0,0.0,0.5,1.0,1980.0,41.0
Cédric Yamberé (1990),62.7,3.0,32.0,0.0,3.3,3.0,1990.0,31.0
César Azpilicueta (1989),147.39999999999998,6.0,78.0,0.0,6.299999999999999,6.0,1989.0,32.0
Daam Foulon (1999),11.3,0.0,1.0,0.0,0.0,0.0,1999.0,22.0
Daan Dierckx (2003),5.2,0.0,0.0,0.0,0.0,0.0,2003.0,18.0
Daan Heymans (1999),2.8,0.0,3.0,0.0,0.1,0.0,1999.0,22.0
Daichi Kamada (1996),63.5,8.0,108.0,0.0,13.7,8.0,1996.0,25.0
Daishawn Redan (2001),1.3,0.0,4.0,0.0,0.8999999999999999,0.0,2001.0,20.0
Dalbert Henrique (1993),55.6,0.0,38.0,0.0,1.7000000000000002,0.0,1993.0,28.0
Dale Stephens (1989),95.0,1.0,52.0,0.0,2.1,1.0,1989.0,32.0
Daley Blind (1990),4.0,0.0,3.0,0.0,0.1,0.0,1990.0,31.0
Daley Sinkgraven (1995),30.1,0.0,7.0,0.0,0.7,0.0,1995.0,26.0
Damian Kądzior (1992),2.2,0.0,5.0,0.0,0.1,0.0,1992.0,29.0
Damien Da Silva (1988),123.1,11.0,71.0,0.0,6.6000000000000005,11.0,1988.0,33.0
Damien Delaney (1981),1.1,0.0,0.0,0.0,0.0,0.0,1981.0,40.0
Damien Le Tallec (1990),72.1,5.0,58.0,0.0,5.4,5.0,1990.0,31.0
Damir Ceter (1997),2.3000000000000003,0.0,1.0,0.0,0.2,0.0,1997.0,24.0
Damián Musto (1987),18.7,0.0,16.0,0.0,1.2,0.0,1987.0,34.0
Damián Suárez (1988),140.2,3.0,65.0,0.0,2.3,3.0,1988.0,33.0
Dan Burn (1992),63.3,2.0,34.0,0.0,3.8,2.0,1992.0,29.0
Dan Gosling (1990),55.1,7.0,55.0,0.0,6.4,7.0,1990.0,31.0
Dan Ndoye (2000),8.399999999999999,1.0,17.0,0.0,1.3,1.0,2000.0,21.0
Dan Nlundulu (1999),1.2,0.0,1.0,0.0,0.1,0.0,1999.0,22.0
Dan-Axel Zagadou (1999),37.699999999999996,4.0,28.0,0.0,2.7,4.0,1999.0,22.0
Dane Scarlett (2004),0.0,0.0,0.0,0.0,0.0,0.0,2004.0,17.0
Dango Ouattara (2002),3.7,0.0,9.0,0.0,0.5,0.0,2002.0,19.0
Dani Alves (1983),41.9,2.0,57.0,0.0,3.6,2.0,1983.0,38.0
Dani Calvo (1994),19.8,2.0,7.0,0.0,0.9,2.0,1994.0,27.0
Dani Carvajal (1992),97.60000000000001,3.0,62.0,0.0,4.800000000000001,3.0,1992.0,29.0
Dani Castellano (1987),22.5,0.0,4.0,0.0,0.1,0.0,1987.0,34.0
Dani Ceballos (1996),55.3,5.0,53.0,0.0,4.0,5.0,1996.0,25.0
Dani Escriche (1998),9.5,1.0,10.0,0.0,1.4,1.0,1998.0,23.0
Dani García (1990),130.0,0.0,54.0,0.0,2.1,0.0,1990.0,31.0
Dani Gómez (1998),23.5,2.0,39.0,0.0,3.8,2.0,1998.0,23.0
Dani Ojeda (1994),2.1,0.0,2.0,0.0,0.4,0.0,1994.0,27.0
Dani Olmo (1998),34.099999999999994,8.0,101.0,1.0,8.6,7.0,1998.0,23.0
Dani Plomer (1998),0.5,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Dani Raba (1995),17.0,2.0,30.0,0.0,2.6,2.0,1995.0,26.0
Dani Rodríguez (1988),51.5,8.0,79.0,1.0,5.5,7.0,1988.0,33.0
Daniel Amartey (1994),29.199999999999996,1.0,8.0,0.0,0.8,1.0,1994.0,27.0
Daniel Baier (1984),81.10000000000001,1.0,70.0,0.0,2.1,1.0,1984.0,37.0
Daniel Bessa (1993),57.9,5.0,64.0,0.0,5.9,5.0,1993.0,28.0
Daniel Brosinski (1988),90.4,8.0,75.0,7.0,2.8,1.0,1988.0,33.0
Daniel Caligiuri (1988),130.70000000000002,23.0,179.0,12.0,10.3,11.0,1988.0,33.0
Daniel Carriço (1988),38.2,1.0,14.0,0.0,1.2,1.0,1988.0,33.0
Daniel Ciofani (1985),18.0,5.0,50.0,2.0,3.7,3.0,1985.0,36.0
Daniel Congré (1985),124.10000000000001,5.0,49.0,0.0,4.6000000000000005,5.0,1985.0,36.0
Daniel Didavi (1990),49.4,15.0,109.0,0.0,11.5,15.0,1990.0,31.0
Daniel Ginczek (1991),42.099999999999994,16.0,103.0,1.0,14.399999999999999,15.0,1991.0,30.0
Daniel James (1997),49.0,8.0,90.0,0.0,8.1,8.0,1997.0,24.0
Daniel Jebbison (2003),3.2,1.0,4.0,0.0,1.6,1.0,2003.0,18.0
Daniel Maldini (2001),2.2,1.0,4.0,0.0,0.30000000000000004,1.0,2001.0,20.0
Daniel Molina Orta (1996),0.1,0.0,0.0,0.0,0.0,0.0,1996.0,25.0
Daniel Opare (1990),15.7,0.0,5.0,0.0,0.1,0.0,1990.0,31.0
Daniel Pacheco (1991),1.9,0.0,1.0,0.0,0.1,0.0,1991.0,30.0
Daniel Parejo (1989),150.10000000000002,27.0,142.0,16.0,9.1,11.0,1989.0,32.0
Daniel Pavlović (1988),9.4,0.0,4.0,0.0,0.1,0.0,1988.0,33.0
Daniel Podence (1995),27.5,4.0,56.0,0.0,5.6,4.0,1995.0,26.0
Daniel Sturridge (1989),11.8,4.0,43.0,0.0,4.300000000000001,4.0,1989.0,32.0
Daniel Torres (1989),14.3,0.0,4.0,0.0,0.2,0.0,1989.0,32.0
Daniel Vivian (1999),8.6,1.0,5.0,0.0,0.7,1.0,1999.0,22.0
Daniel Wass (1989),139.9,11.0,164.0,1.0,11.4,10.0,1989.0,32.0
Daniele Baselli (1992),74.6,8.0,90.0,0.0,7.7,8.0,1992.0,29.0
Daniele Bonera (1981),15.799999999999999,0.0,3.0,0.0,0.1,0.0,1981.0,40.0
Daniele De Rossi (1983),34.4,2.0,15.0,0.0,1.7000000000000002,2.0,1983.0,38.0
Daniele Dessena (1987),31.1,2.0,26.0,0.0,1.9000000000000001,2.0,1987.0,34.0
Daniele Gastaldello (1983),4.3,0.0,1.0,0.0,0.0,0.0,1983.0,38.0
Daniele Ragatzu (1991),3.5,1.0,8.0,0.0,0.6,1.0,1991.0,30.0
Daniele Rugani (1994),59.3,5.0,31.0,0.0,3.5,5.0,1994.0,27.0
Daniele Verde (1996),49.3,13.0,120.0,1.0,8.4,12.0,1996.0,25.0
Danijel Milićević (1986),7.9,0.0,8.0,0.0,0.7,0.0,1986.0,35.0
Danilo (1991),82.4,7.0,70.0,0.0,3.6,7.0,1991.0,30.0
Danilo Avelar (1989),19.2,1.0,8.0,0.0,0.4,1.0,1989.0,32.0
Danilo Barbosa (1996),32.5,0.0,32.0,0.0,3.2,0.0,1996.0,25.0
Danilo Cataldi (1994),56.599999999999994,5.0,71.0,0.0,4.2,5.0,1994.0,27.0
Danilo D'Ambrosio (1988),89.9,12.0,55.0,0.0,7.9,12.0,1988.0,33.0
Danilo Larangeira (1984),129.1,4.0,48.0,0.0,3.0999999999999996,4.0,1984.0,37.0
Danilo Pereira (1991),25.200000000000003,3.0,22.0,0.0,2.7,3.0,1991.0,30.0
Danilo Soares (1991),17.5,0.0,7.0,0.0,0.3,0.0,1991.0,30.0
Danilo Soddimo (1987),2.8,0.0,5.0,0.0,0.2,0.0,1987.0,34.0
Danny Blum (1991),2.5,3.0,7.0,0.0,1.3,3.0,1991.0,30.0
Danny Drinkwater (1990),9.4,1.0,8.0,0.0,0.30000000000000004,1.0,1990.0,31.0
Danny Ings (1992),88.1,46.0,225.0,7.0,32.7,39.0,1992.0,29.0
Danny Latza (1989),82.1,2.0,112.0,0.0,8.0,2.0,1989.0,32.0
Danny Rose (1990),56.1,0.0,29.0,0.0,2.1,0.0,1990.0,31.0
Danny Simpson (1987),28.8,0.0,3.0,0.0,0.4,0.0,1987.0,34.0
Danny Ward (1991),4.9,1.0,11.0,0.0,0.6,1.0,1991.0,30.0
Danny Welbeck (1990),44.6,16.0,96.0,0.0,15.900000000000002,16.0,1990.0,31.0
Danny Williams (1989),13.6,0.0,13.0,0.0,0.3,0.0,1989.0,32.0
Danny da Costa (1993),82.4,4.0,56.0,0.0,6.0,4.0,1993.0,28.0
Dante (1983),116.30000000000001,5.0,81.0,0.0,7.0,5.0,1983.0,38.0
Daouda Peeters (1999),0.2,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Dara O'Shea (1999),23.4,0.0,4.0,0.0,0.2,0.0,1999.0,22.0
Darijo Srna (1982),23.2,0.0,10.0,0.0,0.4,0.0,1982.0,39.0
Dario Dainelli (1979),16.7,0.0,3.0,0.0,0.3,0.0,1979.0,42.0
Dario Maresic (1999),6.7,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Darko Brašanac (1992),81.2,4.0,58.0,0.0,6.300000000000001,4.0,1992.0,29.0
Darko Churlinov (2000),2.6,0.0,3.0,0.0,0.1,0.0,2000.0,21.0
Darko Lazović (1990),123.7,10.0,147.0,0.0,10.1,10.0,1990.0,31.0
Darnell Furlong (1995),32.6,1.0,26.0,0.0,2.0,1.0,1995.0,26.0
Darren Fletcher (1984),24.7,1.0,11.0,0.0,0.3,1.0,1984.0,37.0
Darwin Machís (1993),60.4,13.0,157.0,1.0,11.5,12.0,1993.0,28.0
Daryl Janmaat (1989),43.8,3.0,39.0,0.0,2.2,3.0,1989.0,32.0
Darío Benedetto (1990),48.0,18.0,118.0,1.0,19.2,17.0,1990.0,31.0
Darío Poveda (1997),4.3999999999999995,1.0,6.0,0.0,0.30000000000000004,1.0,1997.0,24.0
David Abraham (1986),73.80000000000001,3.0,33.0,0.0,2.9999999999999996,3.0,1986.0,35.0
David Alaba (1992),121.7,9.0,123.0,0.0,5.8,9.0,1992.0,29.0
David Alba (1999),0.7,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
David Alcibiade (1991),2.3,0.0,2.0,0.0,0.1,0.0,1991.0,30.0
David Brooks (1997),30.700000000000003,8.0,46.0,0.0,7.0,8.0,1997.0,24.0
David Costas (1995),16.8,0.0,3.0,0.0,0.2,0.0,1995.0,26.0
David Ferreiro (1988),53.400000000000006,3.0,65.0,0.0,4.6,3.0,1988.0,33.0
David García (1982),9.6,1.0,5.0,0.0,0.3,1.0,1982.0,39.0
David García (1994),85.0,4.0,48.0,0.0,3.4000000000000004,4.0,1994.0,27.0
David Juncà (1993),32.4,0.0,8.0,0.0,0.3,0.0,1993.0,28.0
David Lombán (1987),11.0,1.0,5.0,0.0,0.2,1.0,1987.0,34.0
David Luiz (1987),92.0,7.0,83.0,0.0,5.5,7.0,1987.0,34.0
David López (1989),89.4,5.0,42.0,0.0,3.7,5.0,1989.0,32.0
David McGoldrick (1987),46.8,10.0,118.0,0.0,13.7,10.0,1987.0,34.0
David Nemeth (2001),3.0,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
David Okereke (1997),11.1,4.0,20.0,0.0,2.9,4.0,1997.0,24.0
David Otto (1999),0.3,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
David Pereira da Costa (2001),8.0,2.0,11.0,0.0,1.6,2.0,2001.0,20.0
David Raum (1998),15.8,2.0,15.0,0.0,0.9,2.0,1998.0,23.0
David Schnegg (1998),1.6,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
David Silva (1986),98.10000000000001,23.0,181.0,0.0,24.400000000000002,23.0,1986.0,35.0
David Simón (1988),8.0,0.0,4.0,0.0,0.2,0.0,1988.0,33.0
David Timor (1989),41.900000000000006,5.0,62.0,0.0,2.3,5.0,1989.0,32.0
David Zima (2000),6.3,0.0,3.0,0.0,0.4,0.0,2000.0,21.0
David Zurutuza (1986),40.199999999999996,2.0,27.0,0.0,3.8,2.0,1986.0,35.0
Davide Angelo Ghislandi (2001),0.1,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Davide Astori (1987),25.0,1.0,11.0,0.0,0.8,1.0,1987.0,34.0
Davide Biondini (1983),2.3,0.0,0.0,0.0,0.0,0.0,1983.0,38.0
Davide Biraschi (1994),94.0,0.0,28.0,0.0,1.4,0.0,1994.0,27.0
Davide Calabria (1996),95.69999999999999,7.0,72.0,0.0,4.9,7.0,1996.0,25.0
Davide Di Gennaro (1988),0.1,0.0,0.0,0.0,0.0,0.0,1988.0,33.0
Davide Faraoni (1991),104.6,13.0,107.0,0.0,10.7,13.0,1991.0,30.0
Davide Frattesi (1999),17.8,4.0,34.0,0.0,3.5,4.0,1999.0,22.0
Davide Riccardi (1996),0.2,0.0,0.0,0.0,0.0,0.0,1996.0,25.0
Davide Santon (1991),33.900000000000006,0.0,17.0,0.0,0.6000000000000001,0.0,1991.0,30.0
Davide Zappacosta (1992),54.99999999999999,6.0,93.0,0.0,5.8,6.0,1992.0,29.0
Davie Selke (1995),70.3,18.0,162.0,2.0,21.1,16.0,1995.0,26.0
Davinson Sánchez (1996),103.60000000000001,3.0,46.0,0.0,5.3,3.0,1996.0,25.0
Davor Lovren (1998),0.5,0.0,1.0,0.0,0.1,0.0,1998.0,23.0
Davy Klaassen (1993),69.2,12.0,78.0,1.0,8.3,11.0,1993.0,28.0
Davy Pröpper (1991),96.8,2.0,85.0,0.0,4.5,2.0,1991.0,30.0
Dawid Kownacki (1997),29.5,10.0,65.0,1.0,6.5,9.0,1997.0,24.0
Dayot Upamecano (1998),105.4,5.0,51.0,0.0,5.4,5.0,1998.0,23.0
DeAndre Yedlin (1993),74.30000000000001,2.0,20.0,0.0,2.0999999999999996,2.0,1993.0,28.0
Dean Whitehead (1982),0.8,0.0,0.0,0.0,0.0,0.0,1982.0,39.0
Declan Rice (1999),138.3,6.0,97.0,1.0,4.6000000000000005,5.0,1999.0,22.0
Dedryck Boyata (1990),54.3,5.0,35.0,0.0,2.4,5.0,1990.0,31.0
Deian Boldor (1995),1.0,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
Deiver Machado (1993),3.4,0.0,1.0,0.0,0.0,0.0,1993.0,28.0
Dejan Joveljić (1999),1.7,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Dejan Kulusevski (2000),63.300000000000004,15.0,112.0,1.0,11.0,14.0,2000.0,21.0
Dejan Ljubicic (1997),12.3,1.0,8.0,0.0,0.4,1.0,1997.0,24.0
Dejan Lovren (1989),43.2,3.0,25.0,0.0,2.5,3.0,1989.0,32.0
Dele Alli (1996),87.9,23.0,166.0,2.0,23.0,21.0,1996.0,25.0
Demarai Gray (1996),67.69999999999999,15.0,156.0,0.0,12.2,15.0,1996.0,25.0
Demeaco Duhaney (1998),0.5,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Denilho Cleonise (2001),0.5,0.0,1.0,0.0,0.3,0.0,2001.0,20.0
Denis Bouanga (1994),94.39999999999999,28.0,303.0,6.0,27.2,22.0,1994.0,27.0
Denis Cheryshev (1990),56.5,5.0,110.0,0.0,13.099999999999998,5.0,1990.0,31.0
Denis Drăguș (1999),2.0,0.0,4.0,0.0,0.1,0.0,1999.0,22.0
Denis Odoi (1988),31.8,0.0,12.0,0.0,0.9,0.0,1988.0,33.0
Denis Suárez (1994),73.1,5.0,61.0,0.0,5.8,5.0,1994.0,27.0
Denis Vavro (1996),10.8,0.0,11.0,0.0,0.4,0.0,1996.0,25.0
Denis Zakaria (1996),99.2,11.0,105.0,0.0,8.5,11.0,1996.0,25.0
Denis-Will Poha (1997),0.3,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Dennis Aogo (1987),33.1,0.0,26.0,0.0,1.3,0.0,1987.0,34.0
Dennis Appiah (1992),45.8,0.0,8.0,0.0,0.2,0.0,1992.0,29.0
Dennis Borkowski (2002),0.2,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Dennis Diekmeier (1989),20.8,0.0,5.0,0.0,0.4,0.0,1989.0,32.0
Dennis Eckert (1997),2.4,0.0,8.0,0.0,0.7,0.0,1997.0,24.0
Dennis Geiger (1998),50.1,5.0,58.0,0.0,3.8,5.0,1998.0,23.0
Dennis Jastrzembski (2000),5.2,0.0,4.0,0.0,0.30000000000000004,0.0,2000.0,21.0
Dennis Johnsen (1998),11.3,0.0,11.0,0.0,0.9,0.0,1998.0,23.0
Dennis Man (1998),7.8,2.0,19.0,0.0,2.1,2.0,1998.0,23.0
Dennis Praet (1994),91.1,6.0,105.0,0.0,6.9,6.0,1994.0,27.0
Dennis Srbeny (1994),12.9,6.0,28.0,0.0,2.7,6.0,1994.0,27.0
Denzel Dumfries (1996),10.0,3.0,13.0,0.0,2.8,3.0,1996.0,25.0
Dereck Kutesa (1997),13.5,2.0,14.0,0.0,1.1,2.0,1997.0,24.0
Derrick Luckassen (1995),2.8,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
Deyovaisio Zeefuik (1998),16.4,1.0,2.0,0.0,0.0,1.0,1998.0,23.0
Deyverson (1991),12.0,1.0,18.0,0.0,2.4,1.0,1991.0,30.0
Diadie Samassékou (1996),52.1,2.0,28.0,0.0,1.5999999999999999,2.0,1996.0,25.0
Diafra Sakho (1989),13.7,4.0,34.0,0.0,7.0,4.0,1989.0,32.0
Dickson Abiama (1998),6.4,0.0,16.0,0.0,2.0,0.0,1998.0,23.0
Didier Ibrahim Ndong (1994),63.8,0.0,28.0,0.0,1.1,0.0,1994.0,27.0
Diego Carlos (1993),145.3,8.0,111.0,0.0,8.1,8.0,1993.0,28.0
Diego Contento (1990),1.2,0.0,0.0,0.0,0.0,0.0,1990.0,31.0
Diego Costa (1988),41.300000000000004,12.0,77.0,3.0,9.7,9.0,1988.0,33.0
Diego Demme (1991),93.80000000000001,3.0,44.0,0.0,2.7999999999999994,3.0,1991.0,30.0
Diego Falcinelli (1991),27.299999999999997,2.0,74.0,0.0,8.700000000000001,2.0,1991.0,30.0
Diego Farias (1990),65.69999999999999,14.0,155.0,0.0,16.7,14.0,1990.0,31.0
Diego Godín (1986),111.4,5.0,62.0,0.0,6.800000000000001,5.0,1986.0,35.0
Diego González (1995),40.6,2.0,23.0,0.0,1.1,2.0,1995.0,26.0
Diego Lainez (2000),18.099999999999998,0.0,30.0,0.0,1.3,0.0,2000.0,21.0
Diego Laxalt (1993),46.9,3.0,44.0,0.0,3.0,3.0,1993.0,28.0
Diego Llorente (1993),98.7,6.0,51.0,0.0,4.8,6.0,1993.0,28.0
Diego Perotti (1988),35.0,15.0,59.0,9.0,5.2,6.0,1988.0,33.0
Diego Reyes (1992),3.6,0.0,1.0,0.0,0.0,0.0,1992.0,29.0
Diego Rico (1993),63.0,2.0,48.0,0.0,2.2,2.0,1993.0,28.0
Diego Rolán (1993),27.3,6.0,48.0,0.0,5.6000000000000005,6.0,1993.0,28.0
Dilane Bakwa (2002),0.7,0.0,3.0,0.0,0.1,0.0,2002.0,19.0
Dimitri Bisoli (1994),23.9,1.0,26.0,0.0,2.3,1.0,1994.0,27.0
Dimitri Foulquier (1993),90.7,4.0,32.0,0.0,2.0,4.0,1993.0,28.0
Dimitri Liénard (1988),90.9,10.0,147.0,2.0,7.1,8.0,1988.0,33.0
Dimitri Oberlin (1997),1.5,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Dimitri Payet (1987),111.0,33.0,234.0,9.0,19.4,24.0,1987.0,34.0
Dimitris Giannoulis (1995),5.9,0.0,2.0,0.0,0.1,0.0,1995.0,26.0
Dimitris Limnios (1998),4.2,0.0,6.0,0.0,0.6,0.0,1998.0,23.0
Dimitris Nikolaou (1998),22.9,0.0,2.0,0.0,0.0,0.0,1998.0,23.0
Dimitris Siovas (1988),111.20000000000002,4.0,75.0,0.0,5.9,4.0,1988.0,33.0
Diogo Dalot (1999),29.2,1.0,29.0,0.0,1.5999999999999999,1.0,1999.0,22.0
Diogo Jota (1996),79.2,35.0,224.0,0.0,34.9,35.0,1996.0,25.0
Dion Lopy (2002),10.1,0.0,9.0,0.0,0.4,0.0,2002.0,19.0
Dion Moise Sahi (2001),1.9,1.0,8.0,0.0,1.1,1.0,2001.0,20.0
Dion Ruffo Luci (2001),0.0,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Divock Origi (1995),36.699999999999996,15.0,103.0,0.0,13.8,15.0,1995.0,26.0
Djamel Benlamri (1989),1.7,0.0,0.0,0.0,0.0,0.0,1989.0,32.0
Djavan Anderson (1995),2.7,0.0,1.0,0.0,0.1,0.0,1995.0,26.0
Djené (1991),153.4,1.0,34.0,0.0,1.7999999999999998,1.0,1991.0,30.0
Djibril Sidibé (1992),97.5,2.0,56.0,0.0,2.8,2.0,1992.0,29.0
Djibril Sow (1997),59.699999999999996,3.0,41.0,0.0,2.3,3.0,1997.0,24.0
Djégui Koita (1999),1.9,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Dodi Lukebakio (1997),75.7,23.0,147.0,7.0,21.7,16.0,1997.0,24.0
Domagoj Bradarić (1999),31.4,1.0,9.0,0.0,0.7,1.0,1999.0,22.0
Domen Črnigoj (1995),10.4,1.0,13.0,0.0,1.2,1.0,1995.0,26.0
Domenico Berardi (1994),131.0,53.0,485.0,15.0,35.1,38.0,1994.0,27.0
Domenico Criscito (1986),90.5,16.0,61.0,14.0,1.5,2.0,1986.0,35.0
Domenico Maietta (1982),24.2,0.0,7.0,0.0,0.2,0.0,1982.0,39.0
Domingos Duarte (1995),67.69999999999999,5.0,19.0,0.0,2.9000000000000004,5.0,1995.0,26.0
Domingos Quina (1999),7.8,3.0,14.0,0.0,0.5,3.0,1999.0,22.0
Dominic Calvert-Lewin (1997),105.6,42.0,273.0,2.0,42.6,40.0,1997.0,24.0
Dominic Maroh (1987),10.2,0.0,4.0,0.0,0.1,0.0,1987.0,34.0
Dominic Solanke (1997),28.799999999999997,4.0,67.0,0.0,7.5,4.0,1997.0,24.0
Dominic Thompson (2000),1.6,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Dominick Drexler (1990),31.3,5.0,32.0,0.0,5.199999999999999,5.0,1990.0,31.0
Dominik Kaiser (1988),3.1,0.0,4.0,0.0,0.2,0.0,1988.0,33.0
Dominik Kohr (1994),70.9,2.0,111.0,0.0,8.4,2.0,1994.0,27.0
Dominik Szoboszlai (2000),11.8,4.0,29.0,0.0,2.9,4.0,2000.0,21.0
Dominique Heintz (1993),107.4,2.0,28.0,0.0,1.7999999999999998,2.0,1993.0,28.0
Donny van de Beek (1997),6.6,2.0,3.0,0.0,1.0,2.0,1997.0,24.0
Donyell Malen (1999),11.7,3.0,24.0,0.0,2.1,3.0,1999.0,22.0
