Player,90s,Goals,Shots,PKs,npxG,npG,Born,Age
Paul Lasne (1989),87.8,5.0,94.0,0.0,4.5,5.0,1989.0,32.0
Paul Nebel (2002),2.6,0.0,3.0,0.0,0.3,0.0,2002.0,19.0
Paul Pogba (1993),98.80000000000001,23.0,243.0,7.0,18.200000000000003,16.0,1993.0,28.0
Paul Seguin (1995),15.0,0.0,9.0,0.0,0.4,0.0,1995.0,26.0
Paul Verhaegh (1983),31.0,2.0,3.0,1.0,0.1,1.0,1983.0,38.0
Paul Wade (2000),0.1,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Paul Wanner (2005),0.2,0.0,0.0,0.0,0.0,0.0,2005.0,16.0
Paul-Georges Ntep (1992),7.5,1.0,10.0,0.0,0.4,1.0,1992.0,29.0
Paulinho (1988),21.6,9.0,44.0,0.0,8.9,9.0,1988.0,33.0
Paulinho (2000),11.8,3.0,26.0,0.0,4.0,3.0,2000.0,21.0
Paulino (1997),0.8,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Paulo Dybala (1993),97.9,48.0,384.0,6.0,29.400000000000002,42.0,1993.0,28.0
Paulo Oliveira (1992),102.0,1.0,49.0,0.0,2.9000000000000004,1.0,1992.0,29.0
Paulo Otávio (1994),27.5,0.0,22.0,0.0,1.2000000000000002,0.0,1994.0,27.0
Pavel Kadeřábek (1992),103.0,8.0,97.0,0.0,9.799999999999999,8.0,1992.0,29.0
Paweł Dawidowicz (1995),41.6,1.0,25.0,0.0,2.1,1.0,1995.0,26.0
Paweł Jaroszyński (1994),28.9,0.0,9.0,0.0,0.2,0.0,1994.0,27.0
Paweł Olkowski (1990),5.0,0.0,4.0,0.0,0.1,0.0,1990.0,31.0
Pedri (2002),28.5,3.0,26.0,0.0,3.9,3.0,2002.0,19.0
Pedro (1987),79.4,25.0,204.0,0.0,22.2,25.0,1987.0,34.0
Pedro (1997),0.7,0.0,5.0,0.0,0.4,0.0,1997.0,24.0
Pedro Alcalá (1989),38.6,2.0,23.0,0.0,1.8,2.0,1989.0,32.0
Pedro Benito (2000),0.3,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Pedro Bigas (1990),62.199999999999996,3.0,31.0,0.0,3.1000000000000005,3.0,1990.0,31.0
Pedro Brazão (2002),0.2,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Pedro Chirivella (1997),42.8,2.0,21.0,0.0,1.0,2.0,1997.0,24.0
Pedro León (1986),46.5,3.0,91.0,0.0,6.7,3.0,1986.0,35.0
Pedro López Muñoz (1983),34.8,0.0,8.0,0.0,0.4,0.0,1983.0,38.0
Pedro Mendes (1990),94.7,5.0,39.0,0.0,2.9,5.0,1990.0,31.0
Pedro Mosquera (1988),38.3,0.0,21.0,0.0,1.8,0.0,1988.0,33.0
Pedro Neto (2000),39.2,8.0,79.0,0.0,6.8,8.0,2000.0,21.0
Pedro Obiang (1992),64.80000000000001,3.0,67.0,0.0,3.0999999999999996,3.0,1992.0,29.0
Pedro Ortiz (2000),0.1,0.0,1.0,0.0,0.4,0.0,2000.0,21.0
Pedro Pereira (1998),47.900000000000006,0.0,19.0,0.0,0.8999999999999999,0.0,1998.0,23.0
Pedro Porro (1999),32.8,0.0,23.0,0.0,0.9,0.0,1999.0,22.0
Pedro Rebocho (1995),55.1,0.0,19.0,0.0,0.9,0.0,1995.0,26.0
Pedrosa (1998),39.1,3.0,37.0,0.0,3.2,3.0,1998.0,23.0
Pelé (1991),5.2,0.0,3.0,0.0,0.1,0.0,1991.0,30.0
Pepe (2000),2.8,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Pepín (1996),0.9,0.0,2.0,0.0,0.1,0.0,1996.0,25.0
Per Ciljan Skjelbred (1987),53.5,0.0,13.0,0.0,0.8999999999999999,0.0,1987.0,34.0
Per Mertesacker (1984),4.1,1.0,2.0,0.0,0.2,1.0,1984.0,37.0
Percy Prado (1996),2.1,0.0,0.0,0.0,0.0,0.0,1996.0,25.0
Percy Tau (1994),1.1,0.0,0.0,0.0,0.0,0.0,1994.0,27.0
Pere Milla (1992),31.400000000000002,8.0,45.0,0.0,8.399999999999999,8.0,1992.0,29.0
Pere Pons (1993),94.19999999999999,5.0,60.0,0.0,4.6,5.0,1993.0,28.0
Peru Nolaskoain (1998),5.2,2.0,4.0,0.0,0.3,2.0,1998.0,23.0
Pervis Estupiñán (1998),56.5,1.0,39.0,0.0,2.3,1.0,1998.0,23.0
Petar Brlek (1994),2.6,0.0,3.0,0.0,0.1,0.0,1994.0,27.0
Petar Mićin (1998),0.2,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Petar Musa (1998),7.9,1.0,15.0,0.0,2.5,1.0,1998.0,23.0
Petar Stojanović (1995),17.4,1.0,8.0,0.0,0.5,1.0,1995.0,26.0
Petar Škuletić (1990),10.5,3.0,46.0,0.0,5.1,3.0,1990.0,31.0
Peter Ankersen (1990),11.8,0.0,14.0,0.0,0.8,0.0,1990.0,31.0
Peter Crouch (1981),18.4,5.0,27.0,0.0,4.5,5.0,1981.0,40.0
Peter González (2002),0.1,0.0,1.0,0.0,0.2,0.0,2002.0,19.0
Peter Pekarík (1986),55.400000000000006,3.0,28.0,0.0,2.6,3.0,1986.0,35.0
Petko Hristov (1999),11.3,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Phil Bardsley (1985),55.1,0.0,30.0,0.0,0.5,0.0,1985.0,36.0
Phil Foden (2000),42.400000000000006,20.0,121.0,0.0,17.4,20.0,2000.0,21.0
Phil Jagielka (1982),35.099999999999994,1.0,8.0,0.0,0.8,1.0,1982.0,39.0
Phil Jones (1992),38.4,0.0,9.0,0.0,1.0,0.0,1992.0,29.0
Philip Ankhrah (2002),0.1,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Philip Billing (1996),60.900000000000006,3.0,84.0,0.0,4.5,3.0,1996.0,25.0
Philipp Bargfrede (1989),39.5,1.0,27.0,0.0,0.8,1.0,1989.0,32.0
Philipp Förster (1995),25.700000000000003,5.0,43.0,0.0,5.5,5.0,1995.0,26.0
Philipp Klement (1992),8.5,2.0,13.0,0.0,0.6,2.0,1992.0,29.0
Philipp Lienhart (1996),87.79999999999998,8.0,35.0,0.0,5.699999999999999,8.0,1996.0,25.0
Philipp Max (1993),91.5,14.0,79.0,1.0,6.699999999999999,13.0,1993.0,28.0
Philipp Ochs (1997),0.8,0.0,4.0,0.0,0.3,0.0,1997.0,24.0
Philippe Coutinho (1992),77.7,32.0,264.0,2.0,25.900000000000002,30.0,1992.0,29.0
Philippe Koffi (2002),3.4,1.0,7.0,0.0,0.7,1.0,2002.0,19.0
Philippe Sandler (1997),0.8,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Phillipp Mwene (1994),25.1,1.0,8.0,0.0,0.2,1.0,1994.0,27.0
Piero Hincapié (2002),8.4,1.0,5.0,0.0,0.3,1.0,2002.0,19.0
Pierre Højbjerg (1995),134.8,8.0,146.0,0.0,8.1,8.0,1995.0,26.0
Pierre Kalulu (2000),15.7,1.0,7.0,0.0,1.0,1.0,2000.0,21.0
Pierre Kunde (1995),47.599999999999994,4.0,75.0,0.0,4.0,4.0,1995.0,26.0
Pierre Lees-Melou (1993),117.5,16.0,200.0,2.0,16.9,14.0,1993.0,28.0
Pierre-Emerick Aubameyang (1989),129.89999999999998,81.0,350.0,12.0,63.300000000000004,69.0,1989.0,32.0
Pierre-Yves Hamel (1994),13.8,4.0,36.0,1.0,5.8,3.0,1994.0,27.0
Pierre-Yves Polomat (1993),10.6,0.0,5.0,0.0,0.2,0.0,1993.0,28.0
Pierrick Capelle (1987),90.6,9.0,138.0,0.0,10.9,9.0,1987.0,34.0
Pierrick Valdivia (1988),1.1,0.0,0.0,0.0,0.0,0.0,1988.0,33.0
Pietro Ceccaroni (1995),18.7,2.0,10.0,0.0,1.2,2.0,1995.0,26.0
Pietro Iemmello (1992),9.8,2.0,19.0,1.0,2.2,1.0,1992.0,29.0
Pietro Pellegri (2001),8.4,4.0,21.0,0.0,2.5,4.0,2001.0,20.0
Pione Sisto (1995),47.3,8.0,100.0,0.0,7.0,8.0,1995.0,26.0
Piotr Zieliński (1994),123.9,25.0,284.0,0.0,21.299999999999997,25.0,1994.0,27.0
Pipa (1998),5.3,0.0,1.0,0.0,0.3,0.0,1998.0,23.0
Pirmin Schwegler (1987),48.900000000000006,0.0,25.0,0.0,1.1,0.0,1987.0,34.0
Pol Lirola (1997),118.0,5.0,65.0,0.0,5.6000000000000005,5.0,1997.0,24.0
Pol Lozano (1999),1.9,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Pontus Jansson (1991),18.9,1.0,12.0,0.0,1.5,1.0,1991.0,30.0
Portu (1992),126.0,35.0,178.0,1.0,26.799999999999997,34.0,1992.0,29.0
Presnel Kimpembe (1995),103.30000000000001,0.0,31.0,0.0,2.3,0.0,1995.0,26.0
Prince Oniangué (1988),37.7,3.0,42.0,0.0,4.6,3.0,1988.0,33.0
Prince-Désir Gouano (1993),62.6,1.0,13.0,0.0,1.1,1.0,1993.0,28.0
Przemysław Frankowski (1995),17.3,4.0,23.0,0.0,2.0,4.0,1995.0,26.0
Przemysław Płacheta (1998),3.3,0.0,6.0,0.0,0.5,0.0,1998.0,23.0
Préjuce Nakoulma (1987),12.8,3.0,28.0,0.0,4.0,3.0,1987.0,34.0
Pubill (2003),2.0,0.0,1.0,0.0,0.0,0.0,2003.0,18.0
Përparim Hetemaj (1986),75.4,5.0,61.0,0.0,4.1,5.0,1986.0,35.0
Quentin Boisgard (1997),33.2,3.0,49.0,0.0,3.0,3.0,1997.0,24.0
Quentin Cornette (1994),11.2,1.0,16.0,0.0,1.2,1.0,1994.0,27.0
Quentin Merlin (2002),6.6,0.0,1.0,0.0,0.0,0.0,2002.0,19.0
Quincy Promes (1992),17.6,2.0,29.0,0.0,2.3,2.0,1992.0,29.0
Quini (1989),33.9,1.0,24.0,0.0,0.8,1.0,1989.0,32.0
Quique (1990),7.300000000000001,0.0,13.0,0.0,1.0,0.0,1990.0,31.0
Rabbi Matondo (2000),17.400000000000002,2.0,27.0,0.0,2.9,2.0,2000.0,21.0
Rachid Alioui (1992),31.5,11.0,108.0,0.0,10.6,11.0,1992.0,29.0
Rachid Ghezzal (1992),28.5,4.0,64.0,0.0,3.6999999999999997,4.0,1992.0,29.0
Racine Coly (1995),19.9,1.0,13.0,0.0,1.5,1.0,1995.0,26.0
Radamel Falcao (1986),57.1,38.0,178.0,6.0,24.4,32.0,1986.0,35.0
Rade Krunić (1993),54.400000000000006,6.0,75.0,0.0,6.300000000000001,6.0,1993.0,28.0
Radja Nainggolan (1988),94.9,17.0,248.0,0.0,11.900000000000002,17.0,1988.0,33.0
Radu Drăgușin (2002),5.9,0.0,3.0,0.0,0.1,0.0,2002.0,19.0
Rafa Mir (1997),45.2,19.0,153.0,2.0,16.2,17.0,1997.0,24.0
Rafa Navarro (1994),1.5,0.0,1.0,0.0,0.0,0.0,1994.0,27.0
Rafa Soares (1995),17.4,0.0,2.0,0.0,0.0,0.0,1995.0,26.0
Rafael (1990),39.3,1.0,17.0,0.0,1.2,1.0,1990.0,31.0
Rafael Borré (1995),15.7,6.0,33.0,0.0,6.5,6.0,1995.0,26.0
Rafael Camacho (2000),0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Rafael Czichos (1990),65.2,2.0,23.0,0.0,2.9,2.0,1990.0,31.0
Rafael Leão (1999),64.4,25.0,169.0,0.0,20.5,25.0,1999.0,22.0
Rafael Obrador (2004),0.0,0.0,0.0,0.0,0.0,0.0,2004.0,17.0
Rafael Tolói (1990),115.2,7.0,109.0,0.0,10.4,7.0,1990.0,31.0
Rafał Kurzawa (1993),2.7,1.0,2.0,0.0,0.3,1.0,1993.0,28.0
Raffael (1985),29.7,11.0,70.0,1.0,9.0,10.0,1985.0,36.0
Raffaele Maiello (1991),22.7,0.0,9.0,0.0,0.2,0.0,1991.0,30.0
Raffaele Palladino (1984),2.6,0.0,5.0,0.0,0.7,0.0,1984.0,37.0
Rafik Guitane (1999),0.2,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Rafik Zekhnini (1998),0.1,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Rafiki Said Ahamada (2000),0.7,0.0,5.0,0.0,0.3,0.0,2000.0,21.0
Rafinha (1985),30.6,2.0,11.0,0.0,0.7,2.0,1985.0,36.0
Rafinha (1993),58.1,6.0,87.0,0.0,6.5,6.0,1993.0,28.0
Ragnar Ache (1998),2.4000000000000004,1.0,9.0,0.0,0.7,1.0,1998.0,23.0
Ragnar Klavan (1985),64.6,1.0,14.0,0.0,1.4,1.0,1985.0,36.0
Raheem Sterling (1994),129.4,72.0,358.0,3.0,62.9,69.0,1994.0,27.0
Rai Vloet (1995),1.4,0.0,5.0,0.0,0.3,0.0,1995.0,26.0
Rajiv van La Parra (1991),28.2,3.0,47.0,1.0,2.9,2.0,1991.0,30.0
Rajko Brežančić (1989),0.7,0.0,0.0,0.0,0.0,0.0,1989.0,32.0
Ramadan Sobhi (1997),14.700000000000001,2.0,13.0,0.0,1.7,2.0,1997.0,24.0
Raman Chibsah (1993),40.7,1.0,41.0,0.0,3.7,1.0,1993.0,28.0
Ramiro Funes Mori (1991),43.599999999999994,2.0,34.0,0.0,3.4000000000000004,2.0,1991.0,30.0
Ramiro Guerra (1997),0.8,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Ramon Azeez (1992),16.2,2.0,21.0,0.0,2.1,2.0,1992.0,29.0
Ramy Bensebaini (1995),96.6,12.0,88.0,4.0,6.2,8.0,1995.0,26.0
Ramzi Aya (1990),1.5,0.0,1.0,0.0,0.0,0.0,1990.0,31.0
Ramón Folch (1989),0.0,0.0,0.0,0.0,0.0,0.0,1989.0,32.0
Randal Kolo Muani (1998),52.800000000000004,16.0,89.0,0.0,15.600000000000001,16.0,1998.0,23.0
Randy Ntekja (1997),8.1,3.0,17.0,0.0,1.8,3.0,1997.0,24.0
Rani Khedira (1994),120.1,6.0,49.0,0.0,5.9,6.0,1994.0,27.0
Raoul Bellanova (2000),12.2,0.0,11.0,0.0,0.7,0.0,2000.0,21.0
Raphael Dias Belloli (1996),65.5,20.0,172.0,4.0,16.2,16.0,1996.0,25.0
Raphael Dwamena (1995),2.5,0.0,4.0,0.0,0.6,0.0,1995.0,26.0
Raphael Framberger (1995),49.00000000000001,0.0,4.0,0.0,0.3,0.0,1995.0,26.0
Raphaël Guerreiro (1993),81.79999999999998,19.0,132.0,1.0,12.6,18.0,1993.0,28.0
Raphaël Varane (1993),126.3,7.0,59.0,0.0,5.9,7.0,1993.0,28.0
Ravel Morrison (1993),0.1,0.0,1.0,0.0,0.0,0.0,1993.0,28.0
Rayan Aït Nouri (2001),40.5,1.0,27.0,0.0,1.2,1.0,2001.0,20.0
Rayan Cherki (2003),12.7,1.0,30.0,0.0,1.8,1.0,2003.0,18.0
Rayan Philippe (2000),1.3,0.0,4.0,0.0,0.3,0.0,2000.0,21.0
Rayan Souici (1998),0.2,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Raúl (2000),0.2,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Raúl Albentosa (1988),19.4,1.0,14.0,0.0,1.4,1.0,1988.0,33.0
Raúl Albiol (1985),135.1,5.0,43.0,0.0,4.1,5.0,1985.0,36.0
Raúl Bobadilla (1987),5.0,0.0,15.0,0.0,1.7,0.0,1987.0,34.0
Raúl García (1986),118.4,42.0,302.0,14.0,24.1,28.0,1986.0,35.0
Raúl García (1989),48.599999999999994,1.0,25.0,0.0,0.9,1.0,1989.0,32.0
Raúl Guti (1996),42.4,3.0,39.0,0.0,2.0,3.0,1996.0,25.0
Raúl Jiménez (1991),96.1,37.0,282.0,6.0,29.599999999999998,31.0,1991.0,30.0
Raúl Moro (2002),2.2,0.0,2.0,0.0,0.3,0.0,2002.0,19.0
Raúl Navas (1988),44.3,0.0,17.0,0.0,1.0,0.0,1988.0,33.0
Raúl Torrente (2001),7.4,0.0,1.0,0.0,0.1,0.0,2001.0,20.0
Raúl de Tomás (1994),61.8,28.0,207.0,5.0,21.9,23.0,1994.0,27.0
Recio (1991),60.3,2.0,70.0,2.0,3.0,0.0,1991.0,30.0
Reda Khadra (2001),0.1,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Redwan Bourles (2003),0.1,0.0,0.0,0.0,0.0,0.0,2003.0,18.0
Reece James (1999),55.599999999999994,5.0,75.0,0.0,4.0,5.0,1999.0,22.0
Reece Oxford (1998),44.10000000000001,2.0,24.0,0.0,2.8000000000000003,2.0,1998.0,23.0
Reinhold Yabo (1992),7.2,1.0,8.0,0.0,0.6,1.0,1992.0,29.0
Reinier (2002),3.5999999999999996,1.0,4.0,0.0,1.0,1.0,2002.0,19.0
Reinildo Mandava (1994),51.50000000000001,0.0,10.0,0.0,0.6,0.0,1994.0,27.0
Reiss Nelson (1999),16.7,8.0,34.0,0.0,3.4,8.0,1999.0,22.0
Rekeem Harper (2000),0.6000000000000001,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Remi Oudin (1996),88.5,21.0,203.0,0.0,18.4,21.0,1996.0,25.0
Remo Freuler (1992),136.1,12.0,122.0,0.0,13.3,12.0,1992.0,29.0
Renan Lodi (1998),45.7,2.0,34.0,0.0,1.9,2.0,1998.0,23.0
Renato Sanches (1997),52.5,6.0,89.0,0.0,6.0,6.0,1997.0,24.0
Renato Steffen (1991),66.7,16.0,101.0,0.0,14.3,16.0,1991.0,30.0
Renato Tapia (1995),41.7,0.0,28.0,0.0,1.4,0.0,1995.0,26.0
Renaud Cohade (1984),45.1,2.0,46.0,0.0,1.6,2.0,1984.0,37.0
Renaud Emond (1991),9.2,2.0,12.0,0.0,2.2,2.0,1991.0,30.0
Renaud Ripart (1993),103.19999999999999,24.0,201.0,8.0,16.6,16.0,1993.0,28.0
Rene Krhin (1990),29.9,1.0,22.0,0.0,2.2,1.0,1990.0,31.0
Rey Manaj (1997),8.4,1.0,27.0,0.0,2.4,1.0,1997.0,24.0
Rhian Brewster (2000),12.5,0.0,25.0,0.0,1.7,0.0,2000.0,21.0
Rhys Healey (1994),0.6,0.0,1.0,0.0,0.0,0.0,1994.0,27.0
Rhys Williams (2001),7.3,0.0,7.0,0.0,0.5,0.0,2001.0,20.0
Riad Bajić (1994),0.9,0.0,2.0,0.0,0.2,0.0,1994.0,27.0
Ricard (2000),0.3,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Ricardo Centurión (1993),0.6,0.0,0.0,0.0,0.0,0.0,1993.0,28.0
Ricardo Mangas (1998),16.2,1.0,10.0,0.0,0.9,1.0,1998.0,23.0
Ricardo Pepi (2003),0.3,0.0,1.0,0.0,0.1,0.0,2003.0,18.0
Ricardo Pereira (1993),80.0,5.0,53.0,0.0,3.0,5.0,1993.0,28.0
Ricardo Rodríguez (1992),97.80000000000001,1.0,70.0,1.0,2.0,0.0,1992.0,29.0
Riccardo Calafiori (2002),3.3,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Riccardo Ciervo (2002),2.4,0.0,2.0,0.0,0.2,0.0,2002.0,19.0
Riccardo Doratiotto (1999),0.9,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Riccardo Fiamozzi (1993),2.3,0.0,0.0,0.0,0.0,0.0,1993.0,28.0
Riccardo Gagliolo (1990),95.19999999999999,5.0,79.0,0.0,7.200000000000001,5.0,1990.0,31.0
Riccardo Improta (1993),25.9,1.0,36.0,0.0,2.3,1.0,1993.0,28.0
Riccardo Ladinetti (2000),1.4,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Riccardo Marchizza (1998),31.8,0.0,15.0,0.0,0.8999999999999999,0.0,1998.0,23.0
Riccardo Meggiorini (1985),25.9,3.0,44.0,1.0,4.2,2.0,1985.0,36.0
Riccardo Montolivo (1985),12.1,1.0,13.0,0.0,0.9,1.0,1985.0,36.0
Riccardo Orsolini (1997),83.5,25.0,237.0,4.0,21.5,21.0,1997.0,24.0
Riccardo Saponara (1991),45.2,8.0,110.0,0.0,7.6,8.0,1991.0,30.0
Riccardo Sottil (1999),26.599999999999998,4.0,57.0,0.0,5.1000000000000005,4.0,1999.0,22.0
Richairo Živković (1996),1.2,0.0,1.0,0.0,0.0,0.0,1996.0,25.0
Richarlison (1997),136.70000000000002,41.0,372.0,1.0,41.6,40.0,1997.0,24.0
Rick Karsdorp (1995),54.1,1.0,16.0,0.0,0.9,1.0,1995.0,26.0
Rick van Drongelen (1998),16.0,0.0,6.0,0.0,0.5,0.0,1998.0,23.0
Ricky Álvarez (1988),3.0,1.0,9.0,0.0,0.4,1.0,1988.0,33.0
Rico Henry (1997),15.3,2.0,7.0,0.0,1.1,2.0,1997.0,24.0
Ridgeciano Haps (1993),9.0,0.0,2.0,0.0,0.0,0.0,1993.0,28.0
Ridle Baku (1998),85.30000000000001,11.0,99.0,0.0,7.599999999999999,11.0,1998.0,23.0
Riechedly Bazoer (1996),6.6,0.0,7.0,0.0,0.3,0.0,1996.0,25.0
Riqui Puig (1999),14.0,1.0,17.0,0.0,1.2,1.0,1999.0,22.0
Ritsu Doan (1998),30.8,5.0,70.0,0.0,5.0,5.0,1998.0,23.0
Riyad Mahrez (1991),100.4,45.0,290.0,3.0,26.4,42.0,1991.0,30.0
Riza Durmisi (1994),28.5,2.0,22.0,0.0,1.6,2.0,1994.0,27.0
Rob Holding (1995),56.6,0.0,19.0,0.0,1.6000000000000003,0.0,1995.0,26.0
Robbie Brady (1992),38.9,3.0,63.0,0.0,3.9000000000000004,3.0,1992.0,29.0
Rober (1995),78.7,2.0,26.0,0.0,2.4,2.0,1995.0,26.0
Rober Correa (1992),22.9,0.0,11.0,0.0,0.4,0.0,1992.0,29.0
Robert Andrich (1994),66.2,8.0,103.0,0.0,6.1,8.0,1994.0,27.0
Robert Bauer (1995),29.700000000000003,0.0,11.0,0.0,0.2,0.0,1995.0,26.0
Robert Berić (1991),29.299999999999997,17.0,63.0,1.0,11.5,16.0,1991.0,30.0
Robert Glatzel (1994),4.0,2.0,13.0,0.0,2.9,2.0,1994.0,27.0
Robert Gumny (1998),32.7,1.0,13.0,0.0,1.1,1.0,1998.0,23.0
Robert Ibáñez (1993),7.8,1.0,15.0,0.0,1.7,1.0,1993.0,28.0
Robert Lewandowski (1988),132.1,146.0,604.0,25.0,113.2,121.0,1988.0,33.0
Robert Skov (1996),44.6,5.0,103.0,0.0,6.7,5.0,1996.0,25.0
Robert Snodgrass (1987),47.4,7.0,55.0,0.0,5.4,7.0,1987.0,34.0
Robert Tesche (1987),2.7,0.0,0.0,0.0,0.0,0.0,1987.0,34.0
Robert Žulj (1992),2.3,0.0,5.0,0.0,0.6,0.0,1992.0,29.0
Roberto Firmino (1991),129.29999999999998,49.0,353.0,2.0,54.0,47.0,1991.0,30.0
Roberto Gagliardini (1994),72.6,14.0,101.0,0.0,10.9,14.0,1994.0,27.0
Roberto González (2001),1.5,0.0,2.0,0.0,0.2,0.0,2001.0,20.0
Roberto Inglese (1991),67.6,25.0,152.0,3.0,17.9,22.0,1991.0,30.0
Roberto Insigne (1994),17.8,2.0,38.0,0.0,3.5,2.0,1994.0,27.0
Roberto López (2000),6.499999999999999,3.0,14.0,0.0,1.0,3.0,2000.0,21.0
Roberto Massimo (2000),17.4,2.0,33.0,0.0,3.5999999999999996,2.0,2000.0,21.0
Roberto Navarro (2002),2.6,0.0,7.0,0.0,0.7,0.0,2002.0,19.0
Roberto Pereyra (1991),111.39999999999999,21.0,144.0,3.0,14.499999999999998,18.0,1991.0,30.0
Roberto Piccoli (2001),9.7,6.0,23.0,0.0,5.6000000000000005,6.0,2001.0,20.0
Roberto Rosales (1988),74.9,4.0,45.0,0.0,1.6,4.0,1988.0,33.0
Roberto Soldado (1985),47.5,17.0,72.0,3.0,9.4,14.0,1985.0,36.0
Roberto Soriano (1991),113.70000000000002,16.0,174.0,0.0,16.8,16.0,1991.0,30.0
Roberto Torres (1989),57.3,16.0,124.0,11.0,7.1,5.0,1989.0,32.0
Robin Bormuth (1995),8.8,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
Robin Gosens (1994),99.9,24.0,153.0,0.0,17.0,24.0,1994.0,27.0
Robin Hack (1998),9.5,1.0,23.0,0.0,1.7,1.0,1998.0,23.0
Robin Knoche (1992),123.9,6.0,38.0,0.0,4.2,6.0,1992.0,29.0
Robin Koch (1996),88.10000000000001,4.0,64.0,0.0,5.300000000000001,4.0,1996.0,25.0
Robin Le Normand (1996),80.3,1.0,41.0,0.0,3.5999999999999996,1.0,1996.0,25.0
Robin Quaison (1993),85.39999999999999,30.0,192.0,2.0,28.5,28.0,1993.0,28.0
Robson Bambu (1997),11.6,0.0,2.0,0.0,0.1,0.0,1997.0,24.0
Rocco Reitz (2002),0.7,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Rodri (1996),140.8,12.0,131.0,1.0,8.0,11.0,1996.0,25.0
Rodrigo (1991),103.10000000000001,37.0,276.0,2.0,39.599999999999994,35.0,1991.0,30.0
Rodrigo (2000),13.1,1.0,16.0,0.0,1.3,1.0,2000.0,21.0
Rodrigo Battaglia (1991),34.2,1.0,20.0,0.0,1.3,1.0,1991.0,30.0
Rodrigo Becão (1996),73.30000000000001,2.0,28.0,0.0,1.8,2.0,1996.0,25.0
Rodrigo Bentancur (1997),89.9,2.0,64.0,0.0,3.4000000000000004,2.0,1997.0,24.0
Rodrigo De Paul (1994),140.8,29.0,307.0,10.0,17.900000000000002,19.0,1994.0,27.0
Rodrigo Ely (1993),63.5,4.0,32.0,0.0,2.0,4.0,1993.0,28.0
Rodrigo Palacio (1982),104.6,19.0,191.0,0.0,26.700000000000003,19.0,1982.0,39.0
Rodrigo Riquelme (2000),0.1,0.0,1.0,0.0,0.1,0.0,2000.0,21.0
Rodrigo Tarín (1996),26.5,0.0,6.0,0.0,0.5,0.0,1996.0,25.0
Rodrygo (2001),28.6,3.0,52.0,0.0,6.2,3.0,2001.0,20.0
Roger Assalé (1993),15.1,3.0,22.0,0.0,2.5,3.0,1993.0,28.0
Roger Ibanez (1998),53.4,3.0,33.0,0.0,2.5,3.0,1998.0,23.0
Roger Martí (1991),94.10000000000001,42.0,210.0,10.0,30.4,32.0,1991.0,30.0
Roger Martínez (1994),2.6,1.0,10.0,0.0,0.7,1.0,1994.0,27.0
Rogério (1998),87.1,2.0,55.0,0.0,3.6,2.0,1998.0,23.0
Roland Sallai (1997),44.1,13.0,114.0,1.0,12.7,12.0,1997.0,24.0
Rolando (1985),36.8,1.0,24.0,0.0,2.5999999999999996,1.0,1985.0,36.0
Rolando Aarons (1995),7.2,0.0,5.0,0.0,0.4,0.0,1995.0,26.0
Rolando Mandragora (1997),119.1,8.0,184.0,0.0,11.2,8.0,1997.0,24.0
Roli Pereira de Sa (1996),4.799999999999999,0.0,10.0,0.0,0.6000000000000001,0.0,1996.0,25.0
Romain Amalfitano (1989),78.1,1.0,46.0,0.0,1.2999999999999998,1.0,1989.0,32.0
Romain Danzé (1986),7.6,0.0,0.0,0.0,0.0,0.0,1986.0,35.0
Romain Del Castillo (1996),39.0,2.0,72.0,1.0,4.2,1.0,1996.0,25.0
Romain Faivre (1998),51.1,13.0,94.0,6.0,8.899999999999999,7.0,1998.0,23.0
Romain Genevois (1987),24.1,0.0,7.0,0.0,0.7,0.0,1987.0,34.0
Romain Hamouma (1987),74.7,21.0,148.0,0.0,20.8,21.0,1987.0,34.0
Romain Métanire (1990),3.5,0.0,1.0,0.0,0.4,0.0,1990.0,31.0
Romain Perraud (1997),60.3,3.0,67.0,0.0,2.8000000000000003,3.0,1997.0,24.0
Romain Philippoteaux (1988),31.4,7.0,43.0,0.0,3.9,7.0,1988.0,33.0
